customerID,gender,age_first_order,user_agent_brand,user_agent_os,ip_address_geopoint,ip_address_city,ip_address_region,ip_address_country_code,campaign,pages_visited_avg,total_sum,count
044810,M,31,Chrome,Windows,POINT(-97.822 37.751),,,US,True,13.0,89.0,2
046131,M,35,Chrome,Windows,POINT(-97.822 37.751),,,US,False,14.5,42.0,2
047684,F,62,Firefox,Windows,POINT(-97.822 37.751),,,US,True,8.5,516.0,6
049306,M,,Chrome,Windows,POINT(-78.1566 38.7078),Washington,Virginia,US,False,14.0,19.0,1
04fpz8,F,56,Chrome,Linux,POINT(-97.822 37.751),,,US,True,11.0,209.5,3
051276,,33,Firefox,Windows,POINT(113.7266 34.7725),,,CN,False,17.0,24.0,1
051993,M,57,Chrome,Windows,POINT(-97.822 37.751),,,US,False,12.0,43.0,2
053094,M,12,Chrome,Windows,POINT(77 20),,,IN,False,9.0,23.0,1
055370,F,48,Chrome,Windows,POINT(77 20),,,IN,False,13.0,23.0,1
056076,,16,Chrome,Windows,POINT(-5 32),,,MA,True,14.0,66.0,3
057588,,31,Chrome,Windows,POINT(29.9553 31.2156),Alexandria,Alexandria,EG,True,12.666666666666666,138.0,3
058657,M,52,Firefox,Windows,POINT(-47.4454 -23.4755),Sorocaba,Sao Paulo,BR,True,14.0,43.0,2
060990,F,51,Chrome,Windows,POINT(-97.822 37.751),,,US,False,12.666666666666666,231.0,3
061580,M,49,Chrome,Windows,POINT(-97.822 37.751),,,US,False,13.5,46.0,2
062460,F,16,Chrome,Windows,POINT(-97.822 37.751),,,US,True,9.25,149.0,4
063450,F,49,Firefox,Windows,POINT(-97.822 37.751),,,US,True,9.0,110.5,3
064909,F,12,Safari,MacOS X,POINT(4.35 50.85),,,BE,False,8.0,19.0,1
066337,F,62,Chrome,Windows,POINT(139.69 35.69),,,JP,False,12.0,222.0,3
067731,M,54,Chrome,Windows,POINT(-118.244 34.0544),Los Angeles,California,US,False,11.5,198.0,6
0691xb,M,33,Safari,MacOS X,POINT(-97.822 37.751),,,US,True,11.0,83.0,3
070592,F,69,Safari,MacOS X,POINT(-46.4162 -23.8602),Cubatao,Sao Paulo,BR,False,12.0,83.0,3
071480,F,47,Edge,Windows,POINT(8.1551 47.1449),,,CH,False,9.0,23.0,1
072369,,64,Safari,MacOS X,POINT(8.1551 47.1449),,,CH,False,9.0,24.0,1
073218,F,47,Chrome,Windows,POINT(-97.822 37.751),,,US,True,12.5,149.0,4
074460,F,42,Chrome,Windows,POINT(-43.2192 -22.8305),,,BR,True,14.0,18.0,1
074834,F,48,Chrome,Windows,POINT(-112.3093 33.4777),Avondale,Arizona,US,True,10.2,241.0,5
075861,F,53,Chrome,Windows,POINT(4.35 50.85),,,BE,False,6.0,46.0,1
076949,M,39,Chrome,Windows,POINT(-44.2795 -19.4363),Sete Lagoas,Minas Gerais,BR,True,12.75,213.0,4
078054,M,65,Chrome,Windows,POINT(7.027 51.3336),Velbert,North Rhine-Westphalia,DE,False,10.666666666666666,61.0,3
079488,M,73,Chrome,Linux,POINT(123.4328 41.7922),,Liaoning,CN,False,8.0,112.0,3
080496,F,26,Chrome,Windows,POINT(139.6097 35.3936),Yokohama,Kanagawa,JP,False,16.0,20.0,1
081604,F,56,Chrome,Windows,POINT(106.8286 -6.175),,,ID,False,13.5,87.0,2
082081,M,,Chrome,Windows,POINT(-51.1639 -30.1146),Porto Alegre,Rio Grande do Sul,BR,False,15.0,20.0,1
082863,F,47,Chrome,Windows,POINT(24 -29),,,ZA,True,10.666666666666666,136.0,3
084401,M,55,Chrome,Windows,POINT(4.8995 52.3824),,,NL,False,10.0,20.0,1
085377,F,21,Chrome,Linux,POINT(9.3167 53.2167),Gyhum,Lower Saxony,DE,False,10.0,20.0,1
086224,M,17,Firefox,Linux,POINT(12.1097 43.1479),,,IT,False,13.0,23.0,1
086724,F,56,Chrome,Windows,POINT(-97.822 37.751),,,US,False,17.0,24.0,1
087780,F,71,Chrome,Windows,POINT(-80.2427 39.2954),Bridgeport,West Virginia,US,True,14.0,206.0,3
089005,F,44,IE,Windows,POINT(150.9536 -33.6994),Kellyville,New South Wales,AU,False,8.0,24.0,1
08y1vq,F,52,Chrome,MacOS X,POINT(-0.1224 51.4964),,,GB,False,9.0,20.0,1
090506,F,46,Safari,MacOS X,POINT(106.8286 -6.175),,,ID,False,14.5,81.0,2
092261,F,34,Firefox,Windows,POINT(-97.822 37.751),,,US,False,11.5,36.0,2
093297,M,46,Chrome,Windows,POINT(-95.1712 16.1818),Salina Cruz,Oaxaca,MX,False,11.5,63.0,2
094217,F,29,Firefox,MacOS X,POINT(24.9375 60.1708),,,FI,False,12.0,20.0,1
095323,F,14,Chrome,Linux,POINT(-77.5 -2),,,EC,True,12.0,136.5,5
096242,M,40,Chrome,Windows,POINT(-97.822 37.751),,,US,False,9.0,38.0,2
096920,F,62,Chrome,Windows,POINT(102.7183 25.0389),,Yunnan,CN,False,10.5,35.5,2
099036,F,,Chrome,MacOS X,POINT(-97.822 37.751),,,US,True,10.0,188.0,4
09rvx4,F,63,Chrome,Windows,POINT(-97.822 37.751),,,US,False,10.5,77.0,2
0cj72d,M,73,Chrome,Windows,POINT(9.491 51.2993),,,DE,True,11.5,79.0,2
0dw77z,M,34,Firefox,Windows,POINT(10.6845 53.8471),Lübeck,Schleswig-Holstein,DE,True,15.5,97.0,2
0fspfv,M,43,Chrome,MacOS X,POINT(-97.822 37.751),,,US,False,11.5,42.0,2
0iv9r2,M,73,Chrome,Windows,POINT(141.1555 38.338),Sendai,Miyagi,JP,False,10.0,18.0,1
0kj037,M,52,Chrome,Windows,POINT(4.35 50.85),,,BE,True,14.0,111.0,2
0pgrbi,M,60,Safari,MacOS X,POINT(-97.822 37.751),,,US,False,8.75,150.0,4
0r4nd8,F,,Chrome,Windows,POINT(-97.822 37.751),,,US,False,13.5,75.0,2
0us5yf,,38,Safari,MacOS X,POINT(10.75 59.95),,,NO,False,9.0,39.0,2
0yi4d6,,65,Chrome,Windows,POINT(121 23.5),,,TW,True,9.5,52.5,2
100623,F,22,Chrome,Windows,POINT(26.1734 44.49),Voluntari,Ilfov,RO,False,11.0,23.0,1
101675,F,47,Chrome,Windows,POINT(-83.0271 42.3524),Detroit,Michigan,US,False,9.5,36.5,2
102403,F,8,Safari,MacOS X,POINT(121.3997 31.0456),,Shanghai,CN,False,12.0,23.0,1
102984,F,50,Firefox,Linux,POINT(-97.822 37.751),,,US,False,10.666666666666666,91.5,3
104030,F,53,Chrome,MacOS X,POINT(16.3932 48.12),Schwechat,Lower Austria,AT,False,14.0,23.0,1
106369,M,,Chrome,Windows,POINT(-97.822 37.751),,,US,False,17.0,20.0,1
107443,F,41,Chrome,Windows,POINT(-104.9946 39.7491),Denver,Colorado,US,False,13.0,23.0,1
108292,,13,Chrome,MacOS X,POINT(-1.5333 52.9),Mickleover,Derby,GB,False,6.0,20.0,1
109397,M,63,Firefox,Windows,POINT(126.9741 37.5112),,,KR,True,10.25,337.0,4
109846,F,10,Chrome,Windows,POINT(-43.2192 -22.8305),,,BR,False,9.0,23.0,1
110078,M,58,Chrome,Windows,POINT(-43.2192 -22.8305),,,BR,True,7.833333333333333,406.0,6
110948,F,68,Chrome,Windows,POINT(48.4 54.3333),Ulyanovsk,Ulyanovsk Oblast,RU,False,17.0,18.0,1
112154,M,71,Chrome,MacOS X,POINT(113.7266 34.7725),,,CN,False,11.666666666666666,66.0,3
112998,M,67,Chrome,Windows,POINT(4.8995 52.3824),,,NL,False,14.0,23.0,1
113971,F,31,IE,Windows,POINT(139.69 35.69),,,JP,False,9.25,188.0,4
115323,M,65,Chrome,Windows,POINT(24.9316 60.1714),Helsinki,Uusimaa,FI,False,6.0,23.0,1
116876,F,50,Chrome,Windows,POINT(14.4112 50.0848),,,CZ,False,13.5,70.5,2
118190,M,10,Chrome,Windows,POINT(46.7152 24.6537),Riyadh,Ar Riyāḑ,SA,False,14.0,23.0,1
119036,M,45,Chrome,Windows,POINT(28.0583 -26.2309),Johannesburg,Gauteng,ZA,False,14.25,164.0,4
11s0vx,F,59,Chrome,MacOS X,POINT(-41.9902 -18.7907),Governador Valadares,Minas Gerais,BR,False,15.0,35.0,1
121262,M,40,Firefox,Windows,POINT(-97.822 37.751),,,US,False,12.0,23.0,1
122955,M,73,Safari,MacOS X,POINT(-97.822 37.751),,,US,False,11.666666666666666,697.0,3
123627,M,45,Chrome,Windows,POINT(9.9465 45.8866),Clusone,Provincia di Bergamo,IT,True,11.6,358.0,5
124537,F,16,Chrome,Windows,POINT(39.6864 57.6622),Yaroslavl,Yaroslavskaya Oblast',RU,False,10.0,17.5,1
125346,F,53,Edge,Windows,POINT(-78.5799 35.8334),Raleigh,North Carolina,US,True,8.8,115.0,5
126506,,21,Chrome,Windows,POINT(16.85 59.15),Hasselby,Södermanland,SE,True,9.0,19.0,1
128196,F,,Chrome,Windows,POINT(-97.822 37.751),,,US,False,11.0,18.0,1
129622,F,53,Safari,MacOS X,POINT(120.8557 24.0383),Guoxing,Nantou,TW,False,12.0,18.0,1
130652,M,40,Chrome,MacOS X,POINT(17.25 49.5833),Olomouc,Olomouc District,CZ,True,11.333333333333334,126.0,3
131444,F,54,Chrome,Windows,POINT(106 16),,,VN,True,9.2,228.5,5
132023,M,64,IE,Windows,POINT(31.223 30.0355),,,EG,True,13.666666666666666,741.5,3
132972,M,50,Chrome,MacOS X,POINT(12.1097 43.1479),,,IT,False,12.0,112.0,4
132972,,50,Chrome,Windows,POINT(-66 8),,,VE,False,12.0,112.0,4
134139,M,31,Chrome,Windows,POINT(-53.5466 -25.6743),Realeza,Parana,BR,False,12.0,17.5,1
135104,F,,Chrome,Windows,POINT(-97.822 37.751),,,US,False,11.0,19.0,1
137180,M,49,Chrome,Linux,POINT(143.2104 -33.494),,,AU,False,10.666666666666666,115.0,3
138387,F,55,Chrome,Windows,POINT(126.9741 37.5112),,,KR,False,8.25,109.5,4
139464,F,55,Chrome,Windows,POINT(-97.822 37.751),,,US,False,13.333333333333334,110.0,3
13j4d2,F,58,Chrome,Windows,POINT(-122.1864 37.4396),Menlo Park,California,US,False,10.0,801.0,3
141195,F,21,Chrome,Windows,POINT(9.491 51.2993),,,DE,False,7.0,23.0,1
141pbh,F,67,Firefox,Windows,POINT(-97.822 37.751),,,US,True,8.0,771.0,2
142967,,51,Chrome,Windows,POINT(139.69 35.69),,,JP,False,12.0,105.0,3
143654,M,53,Chrome,Windows,POINT(8.0338 50.8625),Siegen,North Rhine-Westphalia,DE,False,9.5,194.0,6
143912,F,26,Chrome,Windows,POINT(-74.0628 4.6492),Bogotá,Bogota D.C.,CO,True,11.0,17.5,1
145076,M,75,Chrome,Windows,POINT(113.25 23.1167),,Guangdong,CN,False,17.0,23.0,1
146030,M,,Chrome,Windows,POINT(-0.5481 44.8084),Begles,Gironde,FR,False,12.0,20.0,1
146923,M,45,Firefox,MacOS X,POINT(-97.822 37.751),,,US,False,10.0,24.0,1
147932,,8,Edge,Windows,POINT(106.8286 -6.175),,,ID,False,12.0,23.0,1
148523,M,76,Chrome,Linux,POINT(101.6171 3.1097),Petaling Jaya,Selangor,MY,True,10.333333333333334,153.0,3
150566,,47,Chrome,Windows,POINT(-56.5236 -33.3806),Durazno,Departamento de Durazno,UY,False,8.25,105.0,4
151591,M,35,Chrome,Windows,POINT(-97.822 37.751),,,US,False,12.0,24.0,1
153166,F,42,Chrome,Windows,POINT(120.5954 31.3041),Suzhou,Jiangsu,CN,False,9.0,18.0,1
154157,M,,Chrome,MacOS X,POINT(-79.1618 43.8605),Pickering,Ontario,CA,False,7.0,40.0,1
155358,M,46,Chrome,MacOS X,POINT(-97.822 37.751),,,US,False,10.0,19.0,1
156236,F,67,Chrome,Windows,POINT(49.4125 53.5233),Tolyatti,Samara Oblast,RU,False,9.0,40.0,1
157991,F,57,Chrome,Windows,POINT(-0.1224 51.4964),,,GB,False,12.0,40.0,1
159164,M,49,Chrome,Windows,POINT(-97.822 37.751),,,US,False,9.5,43.0,2
159627,,48,Chrome,Windows,POINT(121 23.5),,,TW,True,8.5,131.0,4
160588,M,,Chrome,Windows,POINT(-77.4728 39.0481),Ashburn,Virginia,US,False,10.0,37.0,2
161330,,28,Chrome,Linux,POINT(12.4667 55.8167),Holte,Capital Region,DK,False,14.0,17.5,1
162624,M,45,Chrome,Windows,,,,,False,12.0,19.0,1
163540,M,16,Chrome,MacOS X,POINT(113.25 23.1167),,Guangdong,CN,False,14.0,23.0,1
164972,M,,Chrome,Windows,POINT(126.7727 37.761),Paju,Gyeonggi-do,KR,False,8.0,23.0,1
165710,F,57,Chrome,Windows,POINT(-75.4242 40.5396),Center Valley,Pennsylvania,US,True,8.333333333333334,218.0,3
166529,M,36,Chrome,Windows,POINT(-83.3724 33.9433),Athens,Georgia,US,True,13.0,23.0,1
167454,F,55,Chrome,MacOS X,POINT(9.491 51.2993),,,DE,False,11.666666666666666,88.0,3
168323,F,48,Chrome,Windows,POINT(-97.822 37.751),,,US,False,10.5,63.0,2
169574,,16,Chrome,Windows,POINT(11.7695 48.8071),Neustadt an der Donau,Bavaria,DE,True,12.6,150.5,5
170285,M,19,Chrome,Windows,POINT(1.043 51.3068),Canterbury,Kent,GB,False,12.0,20.0,1
171931,F,61,Safari,MacOS X,POINT(-97.822 37.751),,,US,True,9.2,250.5,5
172689,F,39,Chrome,Windows,POINT(72.7 61.0833),Nefteyugansk,Khanty-Mansia,RU,True,9.0,319.0,6
173291,M,75,Edge,Windows,POINT(11.5475 45.5467),Vicenza,Provincia di Vicenza,IT,False,8.666666666666666,109.0,3
175066,F,25,Chrome,MacOS X,POINT(4.35 50.85),,,BE,False,14.5,35.0,2
175607,M,25,Chrome,MacOS X,POINT(-73.9813 40.7375),New York,New York,US,True,12.5,40.5,2
177065,F,9,Chrome,Windows,POINT(-0.3774 39.4698),Valencia,Valencia,ES,False,10.0,20.0,1
177874,F,46,Firefox,Windows,POINT(123.4328 41.7922),,Liaoning,CN,False,11.666666666666666,116.5,3
178282,M,47,Chrome,Windows,POINT(-97.822 37.751),,,US,False,12.0,23.0,1
179244,M,37,Safari,MacOS X,POINT(-97.822 37.751),,,US,False,15.0,19.0,1
180833,M,21,Chrome,Windows,POINT(-97.822 37.751),,,US,True,12.5,42.0,2
182198,M,56,Safari,MacOS X,POINT(123.4328 41.7922),Shenyang,Liaoning,CN,False,12.0,135.0,3
182946,,,Chrome,Windows,POINT(76.2833 9.9833),Ernakulam,Kerala,IN,False,7.0,69.0,2
183784,F,50,Firefox,Windows,POINT(-0.6 39.6333),Lliria,Valencia,ES,True,9.0,190.0,5
184878,F,55,Safari,MacOS X,POINT(31.223 30.0355),,,EG,False,11.666666666666666,74.0,3
185520,M,58,Chrome,MacOS X,POINT(-73.9563 40.7095),Brooklyn,New York,US,False,10.0,183.0,4
186409,M,45,Chrome,Windows,POINT(-97.822 37.751),,,US,False,10.0,20.0,1
186879,F,21,Chrome,Windows,POINT(-97.822 37.751),,,US,True,13.0,23.0,1
187512,F,22,Chrome,Windows,POINT(21.0362 52.2394),,,PL,False,8.0,18.0,1
188339,F,36,Firefox,Windows,POINT(4.35 50.85),,,BE,True,7.6,172.0,5
189356,F,14,Firefox,Windows,POINT(77 20),,,IN,True,9.0,18.0,1
18jmaa,F,32,Chrome,MacOS X,POINT(-97.822 37.751),,,US,True,14.5,36.0,2
190781,F,60,Safari,MacOS X,POINT(14.4112 50.0848),,,CZ,True,7.6,201.0,5
191589,F,70,Chrome,Windows,POINT(-82.9377 41.512),Port Clinton,Ohio,US,False,10.333333333333334,105.5,3
192220,F,,Chrome,Windows,POINT(139.69 35.69),,,JP,False,11.333333333333334,96.0,3
193583,F,68,Chrome,Windows,POINT(-97.822 37.751),,,US,False,9.333333333333334,352.0,6
194288,F,52,Chrome,MacOS X,POINT(-90.3698 40.9521),Galesburg,Illinois,US,False,9.4,153.5,5
195590,F,57,Chrome,Windows,POINT(37.6068 55.7386),,,RU,False,11.0,18.0,1
196411,,43,Chrome,Windows,POINT(-97.822 37.751),,,US,True,10.0,342.0,5
197790,M,20,Chrome,Windows,POINT(8.55 47.3667),Zurich,Zurich,CH,True,12.75,93.0,4
199061,F,35,Chrome,MacOS X,POINT(24 -29),,,ZA,False,13.0,20.0,1
1dpjo9,M,36,Chrome,Windows,POINT(12.0564 55.7123),,,DK,False,8.0,19.0,1
1j1cbo,F,58,Chrome,Windows,POINT(-2.1214 57.1865),Aberdeen,Aberdeen City,GB,True,14.5,249.5,4
1miubu,F,34,Firefox,Windows,POINT(18.056 59.3247),,,SE,False,10.0,17.5,1
1pi234,F,46,Safari,MacOS X,POINT(-97.822 37.751),,,US,False,7.0,18.0,1
1u2jn9,M,36,Chrome,MacOS X,POINT(-97.822 37.751),,,US,False,11.0,20.0,1
1yi44w,F,64,Chrome,Windows,POINT(4.9135 52.3556),Amsterdam,North Holland,NL,True,8.5,58.0,2
200348,,23,Firefox,MacOS X,POINT(24 -29),,,ZA,True,16.5,69.0,2
201232,,47,Chrome,Windows,POINT(-97.822 37.751),,,US,True,9.5,69.0,2
202208,F,10,Chrome,Windows,POINT(126.8219 37.3236),Ansan-si,Gyeonggi-do,KR,True,14.0,18.0,1
203348,M,37,Firefox,Linux,POINT(-43.3307 -22.9201),Rio de Janeiro,Rio de Janeiro,BR,True,10.0,137.0,3
204575,M,30,Chrome,Windows,POINT(16.3616 56.6616),Kalmar,Kalmar,SE,False,18.0,24.0,1
205744,F,27,Chrome,Windows,POINT(9.491 51.2993),,,DE,False,13.0,18.0,1
206839,,49,Firefox,Windows,POINT(-0.1224 51.4964),,,GB,False,11.0,23.0,1
208705,M,71,Chrome,Windows,POINT(-97.822 37.751),,,US,False,12.0,17.5,1
209199,M,9,Edge,Windows,POINT(-79.3716 43.6319),,,CA,False,10.0,23.0,1
20ewhw,F,72,Chrome,MacOS X,POINT(-97.822 37.751),,,US,False,12.0,72.0,1
210583,F,29,Chrome,Windows,,,,,False,18.0,20.0,1
212107,F,54,Safari,MacOS X,POINT(-80.62 28.0691),Melbourne,Florida,US,False,10.0,83.0,2
213288,F,50,Chrome,Windows,,,,,False,10.5,54.0,2
214887,M,70,Chrome,Windows,POINT(113.25 23.1167),,Guangdong,CN,True,9.0,1420.0,4
215638,,26,Chrome,MacOS X,POINT(116.3883 39.9289),,Beijing,CN,True,11.2,127.0,5
216658,F,14,Chrome,Windows,POINT(106.5528 29.5628),,Chongqing,CN,False,13.0,23.0,1
217400,M,38,Firefox,Linux,POINT(-46.1877 -23.5681),Mogi das Cruzes,Sao Paulo,BR,True,9.5,61.0,2
218277,M,66,Chrome,Linux,POINT(30 -15),,,ZM,False,11.0,24.0,1
218697,M,16,Chrome,Windows,POINT(-113.994 46.8721),Missoula,Montana,US,False,13.0,23.0,1
219994,M,74,Chrome,MacOS X,POINT(77 20),,,IN,True,9.4,327.0,5
220472,F,58,Chrome,Windows,POINT(126.9741 37.5112),,,KR,False,13.0,54.0,2
221401,M,26,Edge,Windows,POINT(-121.8914 37.3388),San Jose,California,US,True,10.0,20.0,1
222738,M,,Chrome,MacOS X,POINT(-119.7143 45.8491),Boardman,Oregon,US,False,11.0,40.0,2
223374,,10,Chrome,Windows,POINT(126.9741 37.5112),,,KR,True,4.0,24.0,1
224582,F,24,Chrome,Windows,POINT(-97.822 37.751),,,US,True,10.75,136.0,4
225379,F,,Chrome,MacOS X,POINT(-84.398 33.7763),Atlanta,Georgia,US,True,9.166666666666666,221.5,6
226372,F,71,Chrome,Windows,POINT(-6.2489 53.3331),Dublin,Leinster,IE,False,9.0,35.0,2
227051,F,75,Firefox,Windows,POINT(127.1378 37.4386),Seongnam-si,Gyeonggi-do,KR,False,8.0,20.0,1
229282,F,45,Chrome,MacOS X,POINT(-97.822 37.751),,,US,True,10.75,204.0,4
229mm0,M,64,IE,Windows,POINT(9.491 51.2993),,,DE,False,21.0,20.0,1
230991,M,68,Chrome,Windows,POINT(120.2886 31.5689),Wuxi,Jiangsu,CN,True,9.6,176.0,5
231816,,10,Firefox,Linux,POINT(126.9741 37.5112),,,KR,True,8.5,36.0,2
232513,M,74,Firefox,Windows,POINT(122.05 41.1167),Panjin,Liaoning,CN,False,7.0,19.0,1
233579,F,65,Safari,MacOS X,POINT(-97.822 37.751),,,US,True,7.8,378.5,5
234491,F,47,Chrome,Windows,POINT(139.8023 35.6863),Koto,Tokyo,JP,False,13.0,17.5,1
235709,M,58,Chrome,Windows,POINT(113.7266 34.7725),,,CN,False,12.25,199.0,4
237142,F,6,IE,Windows,POINT(2.3387 48.8582),,,FR,False,18.0,19.0,1
237718,F,26,Firefox,MacOS X,POINT(4.6148 51.6913),Moerdijk,North Brabant,NL,False,12.0,17.5,1
239080,F,36,Chrome,Windows,POINT(-81.667 41.4946),Cleveland,Ohio,US,False,16.0,24.0,1
241018,F,12,Safari,MacOS X,POINT(-97.822 37.751),,,US,False,12.5,41.0,2
241875,M,38,Chrome,Windows,POINT(113.7266 34.7725),,,CN,False,10.0,82.0,3
243162,F,69,Chrome,MacOS X,POINT(4.35 50.85),,,BE,False,10.0,921.0,3
243787,F,44,Chrome,MacOS X,POINT(9.491 51.2993),,,DE,False,11.0,38.0,2
244823,F,37,Chrome,Windows,POINT(-97.822 37.751),,,US,True,9.0,261.0,3
245608,M,54,Firefox,Linux,POINT(119.9103 28.4604),Lishui,Zhejiang,CN,False,9.5,159.0,6
246805,,10,Safari,MacOS X,POINT(34.75 31.5),,,IL,False,10.0,63.5,3
247969,F,,Firefox,Windows,POINT(106 16),,,VN,False,12.5,38.0,2
248709,F,72,Chrome,MacOS X,POINT(-97.822 37.751),,,US,False,14.5,53.0,2
249868,F,14,Chrome,Windows,POINT(113.7266 34.7725),,,CN,False,9.0,20.0,1
250864,M,71,Chrome,Linux,POINT(113.7266 34.7725),,,CN,False,10.0,20.0,1
252614,F,50,Firefox,Windows,POINT(4.8995 52.3824),,,NL,True,7.5,68.0,2
253762,F,14,Chrome,Linux,POINT(-84.388 33.749),Atlanta,Georgia,US,False,12.0,44.0,2
254441,M,,IE,Windows,POINT(37.6068 55.7386),,,RU,True,12.25,132.0,4
255827,F,55,Chrome,Windows,POINT(113.7266 34.7725),,,CN,False,8.0,119.0,3
256613,,67,Chrome,Windows,POINT(126.9741 37.5112),,,KR,True,17.0,69.0,1
257519,F,25,Chrome,Windows,POINT(-97.822 37.751),,,US,False,6.0,23.0,1
258755,F,71,Chrome,Windows,POINT(-97.822 37.751),,,US,False,12.0,958.0,3
259997,M,45,Chrome,Windows,POINT(77 20),,,IN,False,7.0,38.0,1
260399,F,68,Chrome,Windows,POINT(2.3387 48.8582),,,FR,False,14.5,58.0,2
261684,M,60,Chrome,MacOS X,POINT(25.6056 49.5559),Ternopil,Ternopil's'ka Oblast',UA,True,8.5,244.0,2
262796,M,,IE,Windows,POINT(113.5325 34.6836),,Henan,CN,False,10.0,20.0,1
264182,F,44,Firefox,Windows,POINT(116.3883 39.9289),,Beijing,CN,False,16.0,19.0,1
265377,M,11,Chrome,MacOS X,POINT(-97.822 37.751),,,US,False,12.0,18.0,1
266088,M,46,Chrome,Windows,POINT(-97.822 37.751),,,US,False,11.666666666666666,63.0,3
